entities,author_id,id,created_at,public_metrics,text,edit_history_tweet_ids,username,name
"{'urls': [{'start': 412, 'end': 435, 'url': 'https://t.co/wDAyP8eEcq', 'expanded_url': 'https://x.com/MargaritaArval7/status/1967915804294578669/video/1', 'display_url': 'pic.x.com/wDAyP8eEcq', 'media_key': '7_1967915735134470144'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 27, 'end': 39, 'username': 'darcyquinnr', 'id': '626592458'}, {'start': 40, 'end': 52, 'username': 'MaCamilaRoa', 'id': '99859354'}, {'start': 53, 'end': 64, 'username': 'BluRadioCo', 'id': '622082899'}, {'start': 65, 'end': 79, 'username': 'RevistaSemana', 'id': '18079284'}, {'start': 80, 'end': 86, 'username': 'pulzo', 'id': '1733793840'}, {'start': 87, 'end': 103, 'username': 'infobaecolombia', 'id': '2350232347'}, {'start': 104, 'end': 117, 'username': 'elespectador', 'id': '14834302'}, {'start': 118, 'end': 133, 'username': 'YesidLancheros', 'id': '62328908'}, {'start': 134, 'end': 150, 'username': 'Maryaristizabal', 'id': '118229129'}, {'start': 219, 'end': 234, 'username': 'julianclavijoo', 'id': '176826801'}]}",917589093374156800,1967915804294578669,2025-09-16 11:37:44+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 23}",@JDOviedoAr @ConTodaPorCol @darcyquinnr @MaCamilaRoa @BluRadioCo @RevistaSemana @pulzo @infobaecolombia @elespectador @YesidLancheros @Maryaristizabal Y sus amigos también tenemos que decir usted desde la presidencia y @julianclavijoo desde la camara junto con un gran congreso sacarán adelante el país mi admiración por usted es genuina no me vaya hacer arrepentir de cree quela  decencia y lealtad no existe 👇 https://t.co/wDAyP8eEcq,['1967915804294578669'],MargaritaArval7,Margarita Arévalo Gu
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 65, 'end': 72, 'probability': 0.9743, 'type': 'Place', 'normalized_text': 'Colombia'}]}",605624918,1967912980093297134,2025-09-16 11:26:31+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}","@JDOviedoAr @ConTodaPorCol Otra Marica Cacorra Como Presidente??
Colombia No Aguanta Más De Estos Imbéciles..",['1967912980093297134'],romo19631,Rodrigo Montoya
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1467868644340285451,1967911843227373602,2025-09-16 11:22:00+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",@JDOviedoAr @ConTodaPorCol Vaya lame culos y llore,['1967911843227373602'],Asfodelos1794,Asfodelos
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1884270726732976128,1967911174835769778,2025-09-16 11:19:20+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2}","@JDOviedoAr @ConTodaPorCol YA DEVOLVISTE LOS DINEROS QUE COBRASTE ESTANDO INHABILITADO 
SABANDIJA TRIPLE HPTA!!!",['1967911174835769778'],LEON01977,LEON ✊🏾🔥
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 152, 'end': 156, 'probability': 0.8455, 'type': 'Person', 'normalized_text': 'petro'}, {'start': 203, 'end': 208, 'probability': 0.7935, 'type': 'Person', 'normalized_text': 'maduro'}]}",296834013,1967910728649818121,2025-09-16 11:17:34+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 17}",@JDOviedoAr @ConTodaPorCol Todas estas ideas que menciona que ya existen y cosas más el gobierno lo ha hecho la joda pasa es  por el tema de vincular a petro con el cartel de los soles o su relación con maduro cuántas toneladas ha confiscado este gobierno muchísimas y aún así lo desertifican? .,['1967910728649818121'],Belper81,belper
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1526259819870658567,1967909682200318009,2025-09-16 11:13:24+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",@JDOviedoAr @ConTodaPorCol Lambones arrodillados no queremos un presidente así,['1967909682200318009'],UriveBelez,Historical pact
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",47246539,1967908780781511037,2025-09-16 11:09:49+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",@JDOviedoAr @ConTodaPorCol Un estadista pero aquí a los pobres se les conquista con subsidios,['1967908780781511037'],Pensamiento3031,Maria Beatriz Moreno
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 37, 'end': 40, 'probability': 0.5499, 'type': 'Person', 'normalized_text': 'FARC'}]}",1853575438481739776,1967908607682547945,2025-09-16 11:09:08+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",@JDOviedoAr @ConTodaPorCol Malparido FARC SANTE,['1967908607682547945'],aktinsonn52610,Goliat Ratero 6402
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 67, 'end': 75, 'probability': 0.595, 'type': 'Place', 'normalized_text': 'otto pais'}]}",1485151572829118472,1967907802200092777,2025-09-16 11:05:56+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 22}",@JDOviedoAr @ConTodaPorCol Y la soberanía del pais se la dejamos a otto pais?,['1967907802200092777'],Jjuani6O,Juana
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 27, 'end': 39, 'username': 'darcyquinnr', 'id': '626592458'}, {'start': 40, 'end': 52, 'username': 'MaCamilaRoa', 'id': '99859354'}, {'start': 53, 'end': 64, 'username': 'BluRadioCo', 'id': '622082899'}, {'start': 65, 'end': 79, 'username': 'RevistaSemana', 'id': '18079284'}, {'start': 80, 'end': 86, 'username': 'pulzo', 'id': '1733793840'}, {'start': 87, 'end': 103, 'username': 'infobaecolombia', 'id': '2350232347'}, {'start': 104, 'end': 117, 'username': 'elespectador', 'id': '14834302'}, {'start': 118, 'end': 133, 'username': 'YesidLancheros', 'id': '62328908'}, {'start': 134, 'end': 150, 'username': 'Maryaristizabal', 'id': '118229129'}]}",1076986340,1967905552169832686,2025-09-16 10:57:00+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",@JDOviedoAr @ConTodaPorCol @darcyquinnr @MaCamilaRoa @BluRadioCo @RevistaSemana @pulzo @infobaecolombia @elespectador @YesidLancheros @Maryaristizabal Aja mí llave cómo cuántos votos crees tú que vas a sacar a la presidencia de la República?,['1967905552169832686'],FERNANDORAVEM,FERNANDO RAVE M.
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1266921630485352451,1967905001789067730,2025-09-16 10:54:48+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",@JDOviedoAr @ConTodaPorCol Ya devolvió la plata que se robó pues usted estaba inhabilitado?,['1967905001789067730'],mikerural_,Mike🇲🇽🇨🇴🎶
"{'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/8CRFjZjff3', 'expanded_url': 'https://x.com/HaroldV75453598/status/1967903147898372131/photo/1', 'display_url': 'pic.x.com/8CRFjZjff3', 'media_key': '16_1967903140809748480'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1627391087974273024,1967903147898372131,2025-09-16 10:47:26+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",@JDOviedoAr @ConTodaPorCol https://t.co/8CRFjZjff3,['1967903147898372131'],HaroldV75453598,Don Maloso
"{'urls': [{'start': 274, 'end': 297, 'url': 'https://t.co/MF5cST6ev5', 'expanded_url': 'https://x.com/MargaritaArval7/status/1967903027295371672/photo/1', 'display_url': 'pic.x.com/MF5cST6ev5', 'media_key': '16_1967903019564974080'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'CxRamirezMiguel', 'id': '1399484619574198272'}, {'start': 17, 'end': 32, 'username': 'julianclavijoo', 'id': '176826801'}, {'start': 33, 'end': 48, 'username': 'CamaraColombia', 'id': '338472735'}, {'start': 49, 'end': 60, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 61, 'end': 76, 'username': 'NestorMoralesC', 'id': '3300493816'}, {'start': 77, 'end': 93, 'username': 'JuanPabloCalvas', 'id': '3376511'}, {'start': 94, 'end': 107, 'username': 'paulabolivar', 'id': '110839000'}, {'start': 133, 'end': 144, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 174, 'end': 189, 'username': 'julianclavijoo', 'id': '176826801'}], 'annotations': [{'start': 234, 'end': 239, 'probability': 0.9152, 'type': 'Place', 'normalized_text': 'Bogotá'}]}",917589093374156800,1967903027295371672,2025-09-16 10:46:58+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 106}",@CxRamirezMiguel @julianclavijoo @CamaraColombia @JDOviedoAr @NestorMoralesC @JuanPabloCalvas @paulabolivar Confío en la rectitud de @JDOviedoAr para reconocer el trabajo de @julianclavijoo un exelente candidato para que represente a Bogotá en la cámara de representantes 👇 https://t.co/MF5cST6ev5,['1967903027295371672'],MargaritaArval7,Margarita Arévalo Gu
"{'urls': [{'start': 311, 'end': 334, 'url': 'https://t.co/1SJMXvQUJb', 'expanded_url': 'https://x.com/CxRamirezMiguel/status/1967901118773461306/video/1', 'display_url': 'pic.x.com/1SJMXvQUJb', 'media_key': '13_1967901045176098816'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'MargaritaArval7', 'id': '917589093374156800'}, {'start': 17, 'end': 32, 'username': 'julianclavijoo', 'id': '176826801'}, {'start': 50, 'end': 66, 'username': 'MargaritaArval7', 'id': '917589093374156800'}, {'start': 68, 'end': 83, 'username': 'julianclavijoo', 'id': '176826801'}, {'start': 137, 'end': 152, 'username': 'CamaraColombia', 'id': '338472735'}, {'start': 175, 'end': 186, 'username': 'JDOviedoAr', 'id': '219434063'}], 'annotations': [{'start': 218, 'end': 223, 'probability': 0.7801, 'type': 'Person', 'normalized_text': 'Julian'}]}",1399484619574198272,1967901118773461306,2025-09-16 10:39:23+00:00,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 108}","@MargaritaArval7 @julianclavijoo Así es apreciada @MargaritaArval7, @julianclavijoo debió por meritocracia hacer parte de la lista a la  @CamaraColombia del movimiento del Dr @JDOviedoAr, Ud lo dijo fue su coequipero, Julian es un líder social y deportivo muy reconocido en todas las localidades de la Capital, https://t.co/1SJMXvQUJb",['1967901118773461306'],CxRamirezMiguel,Miguel Ramirez Gomez
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 27, 'end': 31, 'probability': 0.9805, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 183, 'end': 192, 'probability': 0.484, 'type': 'Organization', 'normalized_text': 'colombiana'}, {'start': 217, 'end': 221, 'probability': 0.9806, 'type': 'Person', 'normalized_text': 'Trump'}]}",193375301,1967900898002350216,2025-09-16 10:38:30+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",@JDOviedoAr @ConTodaPorCol Trump que se pasó parte de su vida consumiendo coca y violando niñas decertifica a un país que pone los muertos en la lucha contra las drogas. Y la derecha colombiana celebra la decisión de Trump. Hipócritas de mierda!,['1967900898002350216'],carlosnejra,Carlos Nejra
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",2657601269,1967900609430073723,2025-09-16 10:37:21+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 66}",@JDOviedoAr @ConTodaPorCol La lucha interminable contra el narcotráfico no se resuelve con eso ni debe depender del concepto político de un país que no controla el consumo de drogas en su propio patio.,['1967900609430073723'],gabrielcardonah,DOC CALIGARY🇵🇸🇵🇸🇵🇸
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 149, 'end': 151, 'probability': 0.9847, 'type': 'Place', 'normalized_text': 'USA'}, {'start': 189, 'end': 193, 'probability': 0.576, 'type': 'Place', 'normalized_text': 'LATAM'}]}",1711620199,1967897412061782229,2025-09-16 10:24:39+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 25}","@JDOviedoAr @ConTodaPorCol Muy fácil decirlo desde una oficina, siendo un don nadie 😉 claramente esto fue tema político gobierna la ultra derecha en USA no quiere gobiernos progresistas en LATAM ni en el mundo es una estrategia rastrera, además que el gobierno actual es el que les ha destapado el negocio",['1967897412061782229'],wmonroe96,Billy Monroe
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 136, 'end': 141, 'probability': 0.9682, 'type': 'Place', 'normalized_text': 'Bogotá'}]}",1388231224267878400,1967896476165742981,2025-09-16 10:20:56+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 129}","@JDOviedoAr @ConTodaPorCol Usted no sabe ni mierda de ese tema,  no sabe ni siquiera donde son los sectores de microtráfico en su misma Bogotá, con que autoridad habla de narcotráfico a nivel nacional y por ahí derecho, NARCOTRÁFICO A ESCALA MUNDIAL!?  Leer graficas e informes no cuenta, le falta calle.",['1967896476165742981'],Andrey98238727,Andrey
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}, {'start': 144, 'end': 157, 'username': 'MauricioCard', 'id': '142849205'}, {'start': 161, 'end': 176, 'username': 'sergio_fajardo', 'id': '25185308'}], 'annotations': [{'start': 260, 'end': 267, 'probability': 0.9768, 'type': 'Place', 'normalized_text': 'Colombia'}]}",150378751,1967896250650595393,2025-09-16 10:20:02+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 59}",@JDOviedoAr @ConTodaPorCol por lo menos este señor plantea ideas.. aunque ya se se estan haciendo.. pero no actua como carroñero como ese señor @MauricioCard  y @sergio_fajardo .. asi debe actuar un candidato.. sin oportunismo.. solo resolver.. por el bien de Colombia.. no por sus intereses propios,['1967896250650595393'],bettysensatez,Beatriz cardona
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",1532737739552182272,1967895214376489325,2025-09-16 10:15:55+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",@JDOviedoAr @ConTodaPorCol LEGALIZACIÓN YA,['1967895214376489325'],ANDRESC72416762,ANDRES CAMILO MONTENEGRO GARCIA
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}]}",3243363825,1967893514148254026,2025-09-16 10:09:10+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 12}",@JDOviedoAr @ConTodaPorCol Neneco ladrón vividor. Regrese los salarios que cobró como concejal.,['1967893514148254026'],527ElduroJadin,Jadin
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 58, 'end': 60, 'probability': 0.9962, 'type': 'Place', 'normalized_text': 'USA'}]}",328118817,1967891466270962109,2025-09-16 10:01:01+00:00,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 35}",@JDOviedoAr @ConTodaPorCol Cuándo vamos a descertificar a USA por su falla en la lucha contra el consumo?,['1967891466270962109'],jforero2,jforero
"{'mentions': [{'start': 0, 'end': 11, 'username': 'JDOviedoAr', 'id': '219434063'}, {'start': 12, 'end': 26, 'username': 'ConTodaPorCol', 'id': '1750477322765967360'}], 'annotations': [{'start': 60, 'end': 64, 'probability': 0.9299, 'type': 'Person', 'normalized_text': 'Petro'}]}",536067652,1967890368537702790,2025-09-16 09:56:40+00:00,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 12, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 104}","@JDOviedoAr @ConTodaPorCol Eso es lo que ha estado haciendo Petro  ,, lo que pasa es que 4 años no es suficiente para un problema estructural de decadas 

Gran imbecil!!",['1967890368537702790'],potogalindo,Ricardo Galindo Lopez 🚇🇺🇸🇨🇴
